episode_id,failure_mode,service,elapsed_s,timestamp,span_id,parent_span_id,span_name,db_operation_type,span_duration_ms,span_status,peer_service,service_version,trace_id
live_ep_000000_NONE,NONE,auth-service,0.0,1785908061.2475853,f27fb0d3bff8449e985e9efa0ca5a936,,PUT /api/inventory,,153.93,OK,auth-service,v1.1.0,101e14f44ce042a9a4085b197e4360ad
live_ep_000000_NONE,NONE,auth-service,0.0,1785908061.2475853,d841f20c503d465dad5f4af54ffda1c3,f27fb0d3bff8449e985e9efa0ca5a936,db.query.select,READ,21.36,OK,user-db,v1.1.0,101e14f44ce042a9a4085b197e4360ad
live_ep_000000_NONE,NONE,auth-service,0.0,1785908061.2475853,5778b48c8f434e37be9a8d9410e52ee3,f27fb0d3bff8449e985e9efa0ca5a936,cache.get,,1.85,OK,cache-cluster,v1.1.0,101e14f44ce042a9a4085b197e4360ad
live_ep_000000_NONE,NONE,auth-service,0.5,1785908061.7476807,48cf3287187a46e5adf93654f19f9d65,,GET /api/auth,,120.64,OK,auth-service,v1.1.0,d62d55d078154ef3aed7edcee9963cc0
live_ep_000000_NONE,NONE,auth-service,0.5,1785908061.7476807,c8c158a26eb44dcda53096a99cb52e5d,48cf3287187a46e5adf93654f19f9d65,db.query.insert,WRITE,19.66,OK,user-db,v1.1.0,d62d55d078154ef3aed7edcee9963cc0
live_ep_000000_NONE,NONE,auth-service,0.5,1785908061.7476807,e883d8089942423c93046cd2ef5f9a1b,48cf3287187a46e5adf93654f19f9d65,db.query.delete,READ,30.12,OK,user-db,v1.1.0,d62d55d078154ef3aed7edcee9963cc0
live_ep_000000_NONE,NONE,auth-service,0.5,1785908061.7476807,588947f104e8416aac836f17f860ea54,48cf3287187a46e5adf93654f19f9d65,cache.get,,1.33,OK,cache-cluster,v1.1.0,d62d55d078154ef3aed7edcee9963cc0
live_ep_000000_NONE,NONE,auth-service,0.5,1785908061.7476807,2949b9d56fa342438bc9a32c6a384d1e,48cf3287187a46e5adf93654f19f9d65,http.client.get,,13.19,OK,payment-gateway,v1.1.0,d62d55d078154ef3aed7edcee9963cc0
live_ep_000000_NONE,NONE,auth-service,1.0,1785908062.248154,8c59056b439b42fdb90246a506e039db,,GET /api/health,,120.56,OK,auth-service,v1.1.0,dd74c3e6c2454aa882d04a6be1268c67
live_ep_000000_NONE,NONE,auth-service,1.0,1785908062.248154,dbb04136d1844dd8af7378b259abb0bc,8c59056b439b42fdb90246a506e039db,db.query.insert,READ,15.01,OK,user-db,v1.1.0,dd74c3e6c2454aa882d04a6be1268c67
live_ep_000000_NONE,NONE,auth-service,1.0,1785908062.248154,612aa137d78d4761b8f1d9e92bebd068,8c59056b439b42fdb90246a506e039db,cache.set,,1.91,OK,cache-cluster,v1.1.0,dd74c3e6c2454aa882d04a6be1268c67
live_ep_000000_NONE,NONE,auth-service,1.5,1785908062.7482853,17835efcfde64f088f48f9961fe9bdd4,,PUT /api/inventory,,97.86,OK,auth-service,v1.1.0,a68202d114e74a8b90a3ee8a71945f21
live_ep_000000_NONE,NONE,auth-service,1.5,1785908062.7482853,dbcdef08f2474f24ad866490213358cb,17835efcfde64f088f48f9961fe9bdd4,db.query.delete,READ,23.74,OK,user-db,v1.1.0,a68202d114e74a8b90a3ee8a71945f21
live_ep_000000_NONE,NONE,auth-service,1.5,1785908062.7482853,3ae36ca8c7854cab90a85b11482de856,17835efcfde64f088f48f9961fe9bdd4,db.query.insert,WRITE,19.75,OK,user-db,v1.1.0,a68202d114e74a8b90a3ee8a71945f21
live_ep_000000_NONE,NONE,auth-service,1.5,1785908062.7482853,a93f20124cf846b1a21c901b0e1ebbef,17835efcfde64f088f48f9961fe9bdd4,cache.set,,1.02,OK,cache-cluster,v1.1.0,a68202d114e74a8b90a3ee8a71945f21
