episode_id,failure_mode,service,source,elapsed_s,timestamp,active_connections,cache_hit_rate,cache_miss_rate,circuit_breaker_state,cpu_saturation,cpu_utilization,db_connection_pool,db_connection_wait,db_p99,disk_read_latency,disk_write_latency,error_rate,gc_pause_p99,heap_mb,http_4xx_rate,http_5xx_rate,iops_utilization,memory_utilization,network_errors,p50_latency,p95_latency,p99_latency,queue_lag,retry_count_per_request,rps,thread_pool_queue,upstream_timeout_rate
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,0.0,1785908282.5017822,65,0.9605,0.0395,closed,0.2987,29.87,0.2153,8.9,19.49,2.9,4.81,0.0044,2.0,524.8,0.0102,0.0014,0.2456,0.2782,2,109.43,113.46,113.52,8,0.0433,181.46,2,0.0006
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,0.5,1785908283.0023203,85,0.9381,0.0619,closed,0.3297,32.97,0.1411,20.05,24.36,9.31,6.48,0.0155,27.15,531.3,0.0058,0.0009,0.2671,0.2527,0,93.15,154.99,170.22,18,0.0671,190.07,3,0.0015
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,1.0,1785908283.5030272,65,0.9763,0.0237,closed,0.3179,31.79,0.3122,3.14,20.2,2.95,6.47,0.0047,2.85,530.2,0.0038,0.0085,0.2857,0.2626,3,90.18,115.92,117.97,12,0.0316,198.06,13,0.0002
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,1.5,1785908284.0033634,64,0.9343,0.0657,closed,0.2672,26.72,0.1538,8.94,20.27,5.51,7.35,0.0089,3.24,524.2,0.0049,0.0019,0.1767,0.2414,2,81.11,118.79,141.29,14,0.1,169.16,3,0.0079
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,2.0,1785908284.5035589,44,0.9826,0.0174,closed,0.2995,29.95,0.2113,3.98,14.53,3.71,3.93,0.0146,6.05,520.1,0.0004,0.0032,0.2853,0.2634,4,73.98,121.5,126.86,1,0.0209,196.98,4,0.002
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,2.5,1785908285.0036721,42,0.906,0.094,closed,0.3224,32.24,0.3209,2.76,21.51,6.51,8.37,0.0212,2.0,475.6,0.003,0.0062,0.3513,0.2851,1,76.91,106.08,121.45,11,0.1,184.05,3,0.0005
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,3.0,1785908285.5042193,38,0.99,0.01,closed,0.3708,37.08,0.5168,2.6,24.96,4.87,9.93,0.0246,2.0,521.0,0.0093,0.0025,0.2361,0.246,4,69.16,108.66,124.65,15,0.073,212.32,12,0.003
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,3.5,1785908286.0046787,48,0.99,0.01,closed,0.3527,35.27,0.3859,6.47,18.44,7.26,4.67,0.0149,14.39,555.2,0.0006,0.0002,0.1886,0.2376,0,91.65,101.62,113.14,1,0.0399,197.1,8,0.0007
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,4.0,1785908286.5051243,113,0.88,0.12,closed,0.3695,36.95,0.3209,3.88,20.31,3.99,5.88,0.0057,2.0,497.7,0.0015,0.0016,0.2509,0.2487,3,89.91,99.45,128.58,6,0.0839,191.44,9,0.0067
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,python-simulator,4.5,1785908287.0053372,65,0.9346,0.0654,closed,0.2753,27.53,0.3314,12.31,19.43,4.85,7.43,0.0213,2.0,504.1,0.0019,0.0022,0.2056,0.2408,3,83.93,87.6,122.48,0,0.0547,190.91,11,0.0074
