episode_id,failure_mode,service,elapsed_s,timestamp,span_id,parent_span_id,span_name,db_operation_type,span_duration_ms,span_status,peer_service,service_version,trace_id
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.0,1785925240.0532446,22ffdda028114aeb97c58afb6ac4527d,,GET /api/order,,123.19,OK,inventory-service,v1.0.0,2459a75fc31c41ce897046634b95c122
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.0,1785925240.0532446,524e5691d65a4b8892248a42e5911de3,22ffdda028114aeb97c58afb6ac4527d,db.query.insert,READ,21.97,OK,user-db,v1.0.0,2459a75fc31c41ce897046634b95c122
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.0,1785925240.0532446,69250d43c2d94df0b7302d08bd89ced7,22ffdda028114aeb97c58afb6ac4527d,cache.get,,0.87,OK,cache-cluster,v1.0.0,2459a75fc31c41ce897046634b95c122
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.0,1785925240.0532446,4b3dc1b041d64c1ca0143bb71cf8fa43,22ffdda028114aeb97c58afb6ac4527d,grpc.call,,16.05,OK,user-db,v1.0.0,2459a75fc31c41ce897046634b95c122
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.5,1785925240.5537093,11b66c842b574c4e8997f8a0f3412d64,,GET /api/health,,109.24,OK,inventory-service,v1.0.0,b99bd0faae7b403daae33d2688d7db51
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.5,1785925240.5537093,a6a824bb12bc41ad8cac3f37ceb33cc0,11b66c842b574c4e8997f8a0f3412d64,db.query.delete,WRITE,34.81,OK,user-db,v1.0.0,b99bd0faae7b403daae33d2688d7db51
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,1.0,1785925241.0539067,d7d5722954e54f0c82b63ad645bc9ffa,,GET /api/order,,140.15,OK,inventory-service,v1.0.0,fbe77cb2087643b0a54737db45707753
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,1.0,1785925241.0539067,e29e56362fe14eb6a8490051ce242ff8,d7d5722954e54f0c82b63ad645bc9ffa,db.query.update,READ,19.69,OK,user-db,v1.0.0,fbe77cb2087643b0a54737db45707753
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,1.0,1785925241.0539067,a13effac3fc744b49c75c68dc03c6809,d7d5722954e54f0c82b63ad645bc9ffa,http.client.post,,27.87,OK,payment-gateway,v1.0.0,fbe77cb2087643b0a54737db45707753
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,1.5,1785925241.5540376,1bf2883e84c949f49b7e989aedc81b27,,GET /api/auth,,76.93,OK,inventory-service,v1.0.0,f115a4547c3b4819994f3e4793da209a
