episode_id,failure_mode,service,elapsed_s,timestamp,span_id,parent_span_id,span_name,db_operation_type,span_duration_ms,span_status,peer_service,service_version,trace_id
live_ep_000025_NONE,NONE,payment-service,0.0,1785951936.789998,d25cca40beba497e927c7b5eda916a44,,POST /api/payment,,123.06,OK,payment-service,v2.0.1,47f7cfdeaca5492abd6d25c056951fb3
live_ep_000025_NONE,NONE,payment-service,0.0,1785951936.789998,7f8c9573d94f4afaa805a9b2bec3cc1a,d25cca40beba497e927c7b5eda916a44,db.query.insert,READ,29.43,OK,user-db,v2.0.1,47f7cfdeaca5492abd6d25c056951fb3
live_ep_000025_NONE,NONE,payment-service,0.0,1785951936.789998,55bcf5bea3924fb99cb70d49020c0e7c,d25cca40beba497e927c7b5eda916a44,db.query.select,READ,11.27,OK,user-db,v2.0.1,47f7cfdeaca5492abd6d25c056951fb3
live_ep_000025_NONE,NONE,payment-service,0.5,1785951937.290511,dd3da3a123f541b88069f92b9735662e,,POST /api/payment,,114.99,OK,payment-service,v2.0.1,24aa7bb1be9e410d8da21d801f13130e
live_ep_000025_NONE,NONE,payment-service,0.5,1785951937.290511,d1674ea970164b53bf6f7811fc1e5b7b,dd3da3a123f541b88069f92b9735662e,db.query.select,READ,27.2,OK,user-db,v2.0.1,24aa7bb1be9e410d8da21d801f13130e
live_ep_000025_NONE,NONE,payment-service,0.5,1785951937.290511,d080b58dc29447628e919d4a4f9c5f62,dd3da3a123f541b88069f92b9735662e,grpc.call,,21.51,OK,user-db,v2.0.1,24aa7bb1be9e410d8da21d801f13130e
live_ep_000025_NONE,NONE,payment-service,1.0,1785951937.7906275,16012285b5ec43f5bc136f2c452a8493,,GET /api/auth,,147.58,OK,payment-service,v2.0.1,01e28859442546a7b245082d1c56dbb1
live_ep_000025_NONE,NONE,payment-service,1.0,1785951937.7906275,7158381a27ea49669f3bbfa8a23eca5f,16012285b5ec43f5bc136f2c452a8493,db.query.select,WRITE,1.65,OK,user-db,v2.0.1,01e28859442546a7b245082d1c56dbb1
live_ep_000025_NONE,NONE,payment-service,1.0,1785951937.7906275,067acda64da148a0bafc26395c151004,16012285b5ec43f5bc136f2c452a8493,db.transaction,READ,15.89,OK,user-db,v2.0.1,01e28859442546a7b245082d1c56dbb1
live_ep_000025_NONE,NONE,payment-service,1.0,1785951937.7906275,e0d84e8a08bf451fb12e0f7bfefafdfe,16012285b5ec43f5bc136f2c452a8493,cache.set,,0.5,OK,cache-cluster,v2.0.1,01e28859442546a7b245082d1c56dbb1
