episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.0,1785925240.0532446,ERROR,NullPointerException,ERROR err=0.45% http5xx=0.12% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,0.5,1785925240.5537093,ERROR,NullPointerException,ERROR err=0.79% http5xx=0.14% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,1.0,1785925241.0539067,ERROR,NullPointerException,ERROR err=1.29% http5xx=0.58% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,1.5,1785925241.5540376,ERROR,NullPointerException,ERROR err=0.25% http5xx=0.09% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,2.0,1785925242.0541427,ERROR,NullPointerException,ERROR err=1.24% http5xx=0.29% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,2.5,1785925242.5542428,ERROR,NullPointerException,ERROR err=0.63% http5xx=0.26% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,3.0,1785925243.054514,ERROR,NullPointerException,ERROR err=0.18% http5xx=0.20% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,3.5,1785925243.5550807,ERROR,NullPointerException,ERROR err=57.55% http5xx=34.53% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,4.0,1785925244.055562,ERROR,NullPointerException,ERROR err=59.59% http5xx=35.75% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,4.5,1785925244.556054,ERROR,NullPointerException,ERROR err=65.68% http5xx=39.41% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,5.0,1785925245.0563898,ERROR,NullPointerException,ERROR err=64.40% http5xx=38.64% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,5.5,1785925245.5565412,ERROR,NullPointerException,ERROR err=55.96% http5xx=33.58% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,6.0,1785925246.05714,ERROR,NullPointerException,ERROR err=67.48% http5xx=40.49% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,6.5,1785925246.55742,ERROR,NullPointerException,ERROR err=53.38% http5xx=32.03% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,7.0,1785925247.0577815,ERROR,NullPointerException,ERROR err=64.67% http5xx=38.80% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,7.5,1785925247.5580611,ERROR,NullPointerException,ERROR err=68.02% http5xx=40.81% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,8.0,1785925248.0585668,ERROR,NullPointerException,ERROR err=74.55% http5xx=44.73% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,8.5,1785925248.5706265,ERROR,NullPointerException,ERROR err=52.02% http5xx=31.21% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,9.0,1785925249.0710278,ERROR,NullPointerException,ERROR err=63.81% http5xx=38.28% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,9.5,1785925249.5713956,ERROR,NullPointerException,ERROR err=68.68% http5xx=41.21% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,10.0,1785925250.0722585,ERROR,NullPointerException,ERROR err=48.95% http5xx=29.37% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,10.5,1785925250.5725079,ERROR,NullPointerException,ERROR err=62.12% http5xx=37.27% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,11.0,1785925251.072575,ERROR,NullPointerException,ERROR err=64.39% http5xx=38.64% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,11.5,1785925251.5730546,ERROR,NullPointerException,ERROR err=65.32% http5xx=39.19% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,12.0,1785925252.0733988,ERROR,NullPointerException,ERROR err=66.33% http5xx=39.80% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,12.5,1785925252.5739625,ERROR,NullPointerException,ERROR err=60.36% http5xx=36.21% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,13.0,1785925253.0742457,ERROR,NullPointerException,ERROR err=55.98% http5xx=33.59% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,13.5,1785925253.5745993,ERROR,NullPointerException,ERROR err=54.40% http5xx=32.64% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,14.0,1785925254.074677,ERROR,NullPointerException,ERROR err=63.49% http5xx=38.10% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,14.5,1785925254.575187,ERROR,NullPointerException,ERROR err=71.57% http5xx=42.94% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,15.0,1785925255.0758665,ERROR,NullPointerException,ERROR err=42.01% http5xx=25.21% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,15.5,1785925255.576045,ERROR,NullPointerException,ERROR err=68.67% http5xx=41.20% -- bad canary deploy
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,16.0,1785925256.0764227,ERROR,NullPointerException,ERROR err=38.65% http5xx=23.19% -- bad canary deploy
