episode_id,failure_mode,service,source,elapsed_s,timestamp,active_connections,cache_hit_rate,cache_miss_rate,circuit_breaker_state,cpu_saturation,cpu_utilization,db_connection_pool,db_connection_wait,db_p99,disk_read_latency,disk_write_latency,error_rate,gc_pause_p99,heap_mb,http_4xx_rate,http_5xx_rate,iops_utilization,memory_utilization,network_errors,p50_latency,p95_latency,p99_latency,queue_lag,retry_count_per_request,rps,thread_pool_queue,upstream_timeout_rate
live_ep_000018_NONE,NONE,auth-service,python-simulator,0.0,1785949724.7593718,40,0.9849,0.0151,closed,0.2048,20.48,0.5018,2.16,17.08,2.58,6.13,0.0125,24.92,513.0,0.0086,0.0066,0.3848,0.2734,4,90.59,123.72,133.45,18,0.1,231.8,12,0.0023
live_ep_000018_NONE,NONE,auth-service,python-simulator,0.5,1785949725.259624,117,0.8883,0.1117,closed,0.3206,32.06,0.3762,4.55,16.09,3.68,13.06,0.0118,2.0,504.5,0.0033,0.0026,0.157,0.1957,3,101.21,130.28,134.07,9,0.0437,208.49,6,0.0084
live_ep_000018_NONE,NONE,auth-service,python-simulator,1.0,1785949725.7598822,58,0.944,0.056,closed,0.3416,34.16,0.3619,16.0,23.74,4.52,7.19,0.0048,12.77,523.8,0.002,0.0015,0.3319,0.2732,2,106.0,105.57,104.37,12,0.0192,165.15,5,0.0059
live_ep_000018_NONE,NONE,auth-service,python-simulator,1.5,1785949726.2602844,73,0.9374,0.0626,closed,0.2582,25.82,0.4684,1.77,19.69,3.81,4.93,0.0153,2.0,549.3,0.0073,0.0007,0.225,0.3034,1,73.74,89.81,114.7,9,0.0132,161.69,6,0.0024
live_ep_000018_NONE,NONE,auth-service,python-simulator,2.0,1785949726.7605596,90,0.9668,0.0332,closed,0.372,37.2,0.3461,3.99,16.82,6.15,7.1,0.0121,22.98,519.0,0.0121,0.0002,0.3081,0.2833,3,77.43,101.03,107.3,6,0.05,170.89,5,0.0004
live_ep_000018_NONE,NONE,auth-service,python-simulator,2.5,1785949727.2607672,111,0.99,0.01,closed,0.2742,27.42,0.3427,4.4,21.83,5.7,2.38,0.0051,12.32,515.9,0.001,0.0035,0.2973,0.2592,0,85.4,106.83,110.57,14,0.0031,211.14,8,0.0005
live_ep_000018_NONE,NONE,auth-service,python-simulator,3.0,1785949727.7615976,47,0.9678,0.0322,closed,0.2922,29.22,0.4023,2.15,18.42,1.8,14.9,0.0084,7.97,501.1,0.0002,0.0072,0.1387,0.2189,1,84.62,127.12,130.51,18,0.0776,193.16,4,0.013
live_ep_000018_NONE,NONE,auth-service,python-simulator,3.5,1785949728.2621102,94,0.9396,0.0604,closed,0.3647,36.47,0.26,7.0,26.59,3.83,5.74,0.0301,5.0,535.6,0.0051,0.0038,0.2512,0.3003,4,93.2,95.08,104.88,5,0.1,226.19,7,0.0006
live_ep_000018_NONE,NONE,auth-service,python-simulator,4.0,1785949728.7623436,110,0.9802,0.0198,closed,0.3893,38.93,0.3833,0.98,18.5,5.87,2.51,0.014,4.22,528.7,0.0,0.003,0.2876,0.2411,4,89.69,116.79,126.68,18,0.0254,183.25,10,0.0146
live_ep_000018_NONE,NONE,auth-service,python-simulator,4.5,1785949729.2626483,59,0.9757,0.0243,closed,0.4062,40.62,0.3203,3.36,16.01,3.07,6.11,0.0044,2.0,517.5,0.0046,0.0019,0.128,0.2334,4,93.9,132.96,134.61,10,0.0559,181.19,2,0.0108
