episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
live_ep_000000_NONE,NONE,auth-service,0.0,1785908061.2475853,INFO,,OK cpu=31% p99=137ms err=0.80%
live_ep_000000_NONE,NONE,auth-service,0.5,1785908061.7476807,INFO,,OK cpu=31% p99=123ms err=1.07%
live_ep_000000_NONE,NONE,auth-service,1.0,1785908062.248154,INFO,,OK cpu=31% p99=111ms err=0.48%
live_ep_000000_NONE,NONE,auth-service,1.5,1785908062.7482853,INFO,,OK cpu=38% p99=98ms err=1.73%
live_ep_000000_NONE,NONE,auth-service,2.0,1785908063.2487621,INFO,,OK cpu=33% p99=131ms err=1.45%
live_ep_000000_NONE,NONE,auth-service,2.5,1785908063.7491646,INFO,,OK cpu=38% p99=121ms err=0.29%
live_ep_000000_NONE,NONE,auth-service,3.0,1785908064.2501402,INFO,,OK cpu=40% p99=116ms err=0.14%
live_ep_000000_NONE,NONE,auth-service,3.5,1785908064.750282,INFO,,OK cpu=44% p99=115ms err=0.91%
live_ep_000000_NONE,NONE,auth-service,4.0,1785908065.2507272,INFO,,OK cpu=37% p99=135ms err=0.57%
live_ep_000000_NONE,NONE,auth-service,4.5,1785908065.750817,INFO,,OK cpu=37% p99=110ms err=0.91%
live_ep_000000_NONE,NONE,auth-service,5.0,1785908066.2510648,INFO,,OK cpu=31% p99=134ms err=1.45%
live_ep_000000_NONE,NONE,auth-service,5.5,1785908066.7513566,INFO,,OK cpu=35% p99=123ms err=0.83%
live_ep_000000_NONE,NONE,auth-service,6.0,1785908067.2518687,INFO,,OK cpu=33% p99=140ms err=0.33%
live_ep_000000_NONE,NONE,auth-service,6.5,1785908067.7521603,INFO,,OK cpu=29% p99=153ms err=1.11%
live_ep_000000_NONE,NONE,auth-service,7.0,1785908068.2527604,INFO,,OK cpu=38% p99=140ms err=2.09%
live_ep_000000_NONE,NONE,auth-service,7.5,1785908068.7531805,INFO,,OK cpu=41% p99=121ms err=1.60%
live_ep_000000_NONE,NONE,auth-service,8.0,1785908069.2537801,INFO,,OK cpu=30% p99=141ms err=1.13%
live_ep_000000_NONE,NONE,auth-service,8.5,1785908069.7542963,INFO,,OK cpu=30% p99=135ms err=0.76%
live_ep_000000_NONE,NONE,auth-service,9.0,1785908070.2546546,INFO,,OK cpu=37% p99=135ms err=0.73%
live_ep_000000_NONE,NONE,auth-service,9.5,1785908070.7551422,INFO,,OK cpu=23% p99=111ms err=1.13%
live_ep_000000_NONE,NONE,auth-service,10.0,1785908071.2555761,INFO,,OK cpu=30% p99=97ms err=0.79%
live_ep_000000_NONE,NONE,auth-service,10.5,1785908071.7557352,INFO,,OK cpu=31% p99=105ms err=0.51%
live_ep_000000_NONE,NONE,auth-service,11.0,1785908072.2559826,INFO,,OK cpu=28% p99=122ms err=0.78%
live_ep_000000_NONE,NONE,auth-service,11.5,1785908072.7565458,INFO,,OK cpu=32% p99=133ms err=1.67%
live_ep_000000_NONE,NONE,auth-service,12.0,1785908073.2566302,INFO,,OK cpu=37% p99=147ms err=0.30%
live_ep_000000_NONE,NONE,auth-service,12.5,1785908073.7568357,INFO,,OK cpu=43% p99=117ms err=1.18%
live_ep_000000_NONE,NONE,auth-service,13.0,1785908074.2571328,INFO,,OK cpu=39% p99=107ms err=1.61%
live_ep_000000_NONE,NONE,auth-service,13.5,1785908074.7576554,INFO,,OK cpu=39% p99=121ms err=1.15%
live_ep_000000_NONE,NONE,auth-service,14.0,1785908075.258158,INFO,,OK cpu=34% p99=142ms err=1.28%
live_ep_000000_NONE,NONE,auth-service,14.5,1785908075.7584138,INFO,,OK cpu=39% p99=126ms err=0.42%
live_ep_000000_NONE,NONE,auth-service,15.0,1785908076.258552,INFO,,OK cpu=38% p99=155ms err=1.64%
live_ep_000000_NONE,NONE,auth-service,15.5,1785908076.7589872,INFO,,OK cpu=37% p99=130ms err=0.90%
live_ep_000000_NONE,NONE,auth-service,16.0,1785908077.2593405,INFO,,OK cpu=43% p99=131ms err=0.79%
