episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
live_ep_000007_NONE,NONE,inventory-service,0.0,1785923635.4663424,INFO,,OK cpu=31% p99=104ms err=0.71%
live_ep_000007_NONE,NONE,inventory-service,0.5,1785923635.9665973,INFO,,OK cpu=30% p99=96ms err=0.98%
live_ep_000007_NONE,NONE,inventory-service,1.0,1785923636.4667187,INFO,,OK cpu=37% p99=104ms err=0.62%
live_ep_000007_NONE,NONE,inventory-service,1.5,1785923636.9671438,INFO,,OK cpu=30% p99=142ms err=1.94%
live_ep_000007_NONE,NONE,inventory-service,2.0,1785923637.467841,INFO,,OK cpu=27% p99=91ms err=0.57%
live_ep_000007_NONE,NONE,inventory-service,2.5,1785923637.9680662,INFO,,OK cpu=36% p99=113ms err=0.47%
live_ep_000007_NONE,NONE,inventory-service,3.0,1785923638.4686592,INFO,,OK cpu=33% p99=115ms err=0.92%
live_ep_000007_NONE,NONE,inventory-service,3.5,1785923638.9688985,INFO,,OK cpu=40% p99=138ms err=0.34%
live_ep_000007_NONE,NONE,inventory-service,4.0,1785923639.4694428,INFO,,OK cpu=31% p99=118ms err=1.57%
live_ep_000007_NONE,NONE,inventory-service,4.5,1785923639.969809,INFO,,OK cpu=26% p99=115ms err=0.57%
live_ep_000007_NONE,NONE,inventory-service,5.0,1785923640.470268,INFO,,OK cpu=39% p99=135ms err=1.49%
live_ep_000007_NONE,NONE,inventory-service,5.5,1785923640.9705262,INFO,,OK cpu=34% p99=116ms err=0.82%
live_ep_000007_NONE,NONE,inventory-service,6.0,1785923641.4709108,INFO,,OK cpu=36% p99=85ms err=1.29%
live_ep_000007_NONE,NONE,inventory-service,6.5,1785923641.971499,INFO,,OK cpu=29% p99=151ms err=3.50%
live_ep_000007_NONE,NONE,inventory-service,7.0,1785923642.471809,INFO,,OK cpu=41% p99=128ms err=1.23%
live_ep_000007_NONE,NONE,inventory-service,7.5,1785923642.9722686,INFO,,OK cpu=46% p99=114ms err=0.85%
live_ep_000007_NONE,NONE,inventory-service,8.0,1785923643.4726636,INFO,,OK cpu=43% p99=121ms err=0.20%
live_ep_000007_NONE,NONE,inventory-service,8.5,1785923643.974721,INFO,,OK cpu=42% p99=103ms err=0.23%
live_ep_000007_NONE,NONE,inventory-service,9.0,1785923644.4753537,INFO,,OK cpu=44% p99=127ms err=1.37%
live_ep_000007_NONE,NONE,inventory-service,9.5,1785923644.9759452,INFO,,OK cpu=37% p99=119ms err=0.51%
live_ep_000007_NONE,NONE,inventory-service,10.0,1785923645.476453,INFO,,OK cpu=34% p99=147ms err=1.07%
live_ep_000007_NONE,NONE,inventory-service,10.5,1785923645.9771647,INFO,,OK cpu=33% p99=120ms err=2.45%
live_ep_000007_NONE,NONE,inventory-service,11.0,1785923646.477609,INFO,,OK cpu=31% p99=112ms err=0.48%
live_ep_000007_NONE,NONE,inventory-service,11.5,1785923646.978005,INFO,,OK cpu=34% p99=117ms err=1.31%
live_ep_000007_NONE,NONE,inventory-service,12.0,1785923647.478653,INFO,,OK cpu=38% p99=104ms err=0.40%
live_ep_000007_NONE,NONE,inventory-service,12.5,1785923647.978843,INFO,,OK cpu=36% p99=105ms err=1.55%
live_ep_000007_NONE,NONE,inventory-service,13.0,1785923648.4793663,INFO,,OK cpu=35% p99=132ms err=1.47%
live_ep_000007_NONE,NONE,inventory-service,13.5,1785923648.9800155,INFO,,OK cpu=36% p99=131ms err=0.45%
live_ep_000007_NONE,NONE,inventory-service,14.0,1785923649.4800901,INFO,,OK cpu=31% p99=135ms err=0.79%
live_ep_000007_NONE,NONE,inventory-service,14.5,1785923649.9807081,INFO,,OK cpu=32% p99=138ms err=0.44%
live_ep_000007_NONE,NONE,inventory-service,15.0,1785923650.4811652,INFO,,OK cpu=34% p99=121ms err=0.79%
live_ep_000007_NONE,NONE,inventory-service,15.5,1785923650.981664,INFO,,OK cpu=30% p99=105ms err=2.61%
live_ep_000007_NONE,NONE,inventory-service,16.0,1785923651.4821243,INFO,,OK cpu=35% p99=131ms err=1.13%
live_ep_000007_NONE,NONE,inventory-service,16.5,1785923651.9825926,INFO,,OK cpu=37% p99=135ms err=2.01%
live_ep_000007_NONE,NONE,inventory-service,17.0,1785923652.482923,INFO,,OK cpu=38% p99=117ms err=1.34%
live_ep_000007_NONE,NONE,inventory-service,17.5,1785923652.9835794,INFO,,OK cpu=34% p99=121ms err=1.87%
live_ep_000007_NONE,NONE,inventory-service,18.0,1785923653.4839919,INFO,,OK cpu=32% p99=80ms err=0.13%
live_ep_000007_NONE,NONE,inventory-service,18.5,1785923653.9843721,INFO,,OK cpu=26% p99=119ms err=1.62%
live_ep_000007_NONE,NONE,inventory-service,19.0,1785923654.4850807,INFO,,OK cpu=33% p99=109ms err=0.10%
live_ep_000007_NONE,NONE,inventory-service,19.5,1785923654.9858046,INFO,,OK cpu=27% p99=143ms err=2.01%
live_ep_000007_NONE,NONE,inventory-service,20.0,1785923655.4861813,INFO,,OK cpu=30% p99=100ms err=1.33%
live_ep_000007_NONE,NONE,inventory-service,20.5,1785923655.986633,INFO,,OK cpu=40% p99=91ms err=0.86%
live_ep_000007_NONE,NONE,inventory-service,21.0,1785923656.4877625,INFO,,OK cpu=33% p99=108ms err=3.06%
live_ep_000007_NONE,NONE,inventory-service,21.5,1785923656.9880714,INFO,,OK cpu=34% p99=158ms err=0.88%
live_ep_000007_NONE,NONE,inventory-service,22.0,1785923657.4885778,INFO,,OK cpu=36% p99=114ms err=0.75%
live_ep_000007_NONE,NONE,inventory-service,22.5,1785923658.001356,INFO,,OK cpu=25% p99=137ms err=0.65%
live_ep_000007_NONE,NONE,inventory-service,23.0,1785923658.5015059,INFO,,OK cpu=39% p99=138ms err=0.98%
