episode_id,failure_mode,service,elapsed_s,timestamp,span_id,parent_span_id,span_name,db_operation_type,span_duration_ms,span_status,peer_service,service_version,trace_id
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,0.0,1785987808.048335,7244e7951b744ba38f4dab3fc6de06a0,,POST /api/payment,,60.0,OK,order-service,v1.0.0,ecec8f2f06f8489e99f7ebb35a993575
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,0.0,1785987808.048335,08e06ccab4c5467c95665348af7a1d85,7244e7951b744ba38f4dab3fc6de06a0,db.query.update,WRITE,19.41,OK,user-db,v1.0.0,ecec8f2f06f8489e99f7ebb35a993575
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,0.0,1785987808.048335,61b2c5210fd74ea4a986f2073bbbfa94,7244e7951b744ba38f4dab3fc6de06a0,db.query.update,READ,29.9,OK,user-db,v1.0.0,ecec8f2f06f8489e99f7ebb35a993575
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,0.0,1785987808.048335,43272048164c41399e623cecfd5cf229,7244e7951b744ba38f4dab3fc6de06a0,cache.delete,,2.86,OK,cache-cluster,v1.0.0,ecec8f2f06f8489e99f7ebb35a993575
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,0.5,1785987808.548435,aaa3e2c0cd934bb092efbba37830db60,,PUT /api/inventory,,60.0,OK,order-service,v1.0.0,30dd03740999417aa03b52d710bf1dd9
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,0.5,1785987808.548435,f95f7f92f9cd491096235677372e889b,aaa3e2c0cd934bb092efbba37830db60,db.query.select,WRITE,26.62,OK,user-db,v1.0.0,30dd03740999417aa03b52d710bf1dd9
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,0.5,1785987808.548435,a0f54d349b414e48ab9f68b2a0c7b37c,aaa3e2c0cd934bb092efbba37830db60,db.query.insert,READ,12.75,OK,user-db,v1.0.0,30dd03740999417aa03b52d710bf1dd9
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.0,1785987809.0489514,598a421c8af2408c9e8eb2f9d5142853,,POST /api/checkout,,70.5,OK,order-service,v1.0.0,ef26a262199a4dafba00d8e406cc04cc
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.0,1785987809.0489514,50ab361a07024e43912db7394cf27a2e,598a421c8af2408c9e8eb2f9d5142853,db.query.delete,READ,11.49,OK,user-db,v1.0.0,ef26a262199a4dafba00d8e406cc04cc
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.0,1785987809.0489514,ef57ec8969d047ad841959a8b15df4ac,598a421c8af2408c9e8eb2f9d5142853,db.transaction,READ,19.07,OK,user-db,v1.0.0,ef26a262199a4dafba00d8e406cc04cc
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.0,1785987809.0489514,dd7c07d2397f42f09ccb979e826b5815,598a421c8af2408c9e8eb2f9d5142853,cache.set,,2.75,OK,cache-cluster,v1.0.0,ef26a262199a4dafba00d8e406cc04cc
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.0,1785987809.0489514,5fed942b5eff4cb6906c1d305955be64,598a421c8af2408c9e8eb2f9d5142853,http.client.post,,25.05,OK,user-db,v1.0.0,ef26a262199a4dafba00d8e406cc04cc
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.5,1785987809.549243,9dfab448c29949d696097ac8cb234846,,POST /api/checkout,,60.0,OK,order-service,v1.0.0,a676c806e6324fa6bc775649c61eab41
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.5,1785987809.549243,c131d4f9522b477ea7d6869590f78623,9dfab448c29949d696097ac8cb234846,db.query.delete,READ,12.26,OK,user-db,v1.0.0,a676c806e6324fa6bc775649c61eab41
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.5,1785987809.549243,6950c3136afb4565a3b43b71e23e3291,9dfab448c29949d696097ac8cb234846,db.query.delete,WRITE,19.48,OK,user-db,v1.0.0,a676c806e6324fa6bc775649c61eab41
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.5,1785987809.549243,7f98819bd030463cb0db5eb8601c2042,9dfab448c29949d696097ac8cb234846,cache.delete,,2.83,OK,cache-cluster,v1.0.0,a676c806e6324fa6bc775649c61eab41
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,1.5,1785987809.549243,ad32954ea28d4bd88e715e5b116238fe,9dfab448c29949d696097ac8cb234846,http.client.get,,50.99,OK,cache-cluster,v1.0.0,a676c806e6324fa6bc775649c61eab41
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,2.0,1785987810.0497005,fdab366932d943acb8319631106bfe28,,GET /api/health,,60.0,OK,order-service,v1.0.0,bc3f876ac3de40748a5180649af3b026
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,2.0,1785987810.0497005,e0a10a4051cc48ec9c1ad8a10a7536ae,fdab366932d943acb8319631106bfe28,db.query.select,WRITE,18.61,OK,user-db,v1.0.0,bc3f876ac3de40748a5180649af3b026
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,2.0,1785987810.0497005,c052cc6ca0674f6694bdef27248c80ac,fdab366932d943acb8319631106bfe28,db.query.insert,READ,27.0,OK,user-db,v1.0.0,bc3f876ac3de40748a5180649af3b026
