episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
live_ep_000018_NONE,NONE,auth-service,0.0,1785949724.7593718,INFO,,OK cpu=20% p99=133ms err=1.25%
live_ep_000018_NONE,NONE,auth-service,0.5,1785949725.259624,INFO,,OK cpu=32% p99=134ms err=1.18%
live_ep_000018_NONE,NONE,auth-service,1.0,1785949725.7598822,INFO,,OK cpu=34% p99=104ms err=0.48%
live_ep_000018_NONE,NONE,auth-service,1.5,1785949726.2602844,INFO,,OK cpu=26% p99=115ms err=1.53%
live_ep_000018_NONE,NONE,auth-service,2.0,1785949726.7605596,INFO,,OK cpu=37% p99=107ms err=1.21%
live_ep_000018_NONE,NONE,auth-service,2.5,1785949727.2607672,INFO,,OK cpu=27% p99=111ms err=0.51%
live_ep_000018_NONE,NONE,auth-service,3.0,1785949727.7615976,INFO,,OK cpu=29% p99=131ms err=0.84%
live_ep_000018_NONE,NONE,auth-service,3.5,1785949728.2621102,INFO,,OK cpu=36% p99=105ms err=3.01%
live_ep_000018_NONE,NONE,auth-service,4.0,1785949728.7623436,INFO,,OK cpu=39% p99=127ms err=1.40%
live_ep_000018_NONE,NONE,auth-service,4.5,1785949729.2626483,INFO,,OK cpu=41% p99=135ms err=0.44%
live_ep_000018_NONE,NONE,auth-service,5.0,1785949729.7631512,INFO,,OK cpu=37% p99=140ms err=0.68%
live_ep_000018_NONE,NONE,auth-service,5.5,1785949730.26337,INFO,,OK cpu=39% p99=125ms err=0.71%
live_ep_000018_NONE,NONE,auth-service,6.0,1785949730.7637134,INFO,,OK cpu=42% p99=124ms err=0.69%
live_ep_000018_NONE,NONE,auth-service,6.5,1785949731.2640245,INFO,,OK cpu=38% p99=100ms err=0.25%
live_ep_000018_NONE,NONE,auth-service,7.0,1785949731.7641375,INFO,,OK cpu=30% p99=129ms err=0.69%
live_ep_000018_NONE,NONE,auth-service,7.5,1785949732.26426,INFO,,OK cpu=27% p99=119ms err=1.59%
live_ep_000018_NONE,NONE,auth-service,8.0,1785949732.7644832,INFO,,OK cpu=24% p99=115ms err=0.26%
live_ep_000018_NONE,NONE,auth-service,8.5,1785949733.2646003,INFO,,OK cpu=29% p99=98ms err=4.28%
live_ep_000018_NONE,NONE,auth-service,9.0,1785949733.7650607,INFO,,OK cpu=40% p99=117ms err=0.68%
live_ep_000018_NONE,NONE,auth-service,9.5,1785949734.2652555,INFO,,OK cpu=33% p99=137ms err=1.23%
live_ep_000018_NONE,NONE,auth-service,10.0,1785949734.7655795,INFO,,OK cpu=31% p99=109ms err=1.24%
live_ep_000018_NONE,NONE,auth-service,10.5,1785949735.265704,INFO,,OK cpu=29% p99=121ms err=0.99%
live_ep_000018_NONE,NONE,auth-service,11.0,1785949735.7661674,INFO,,OK cpu=33% p99=118ms err=0.28%
live_ep_000018_NONE,NONE,auth-service,11.5,1785949736.2666752,INFO,,OK cpu=37% p99=135ms err=0.39%
live_ep_000018_NONE,NONE,auth-service,12.0,1785949736.7670753,INFO,,OK cpu=41% p99=121ms err=0.38%
live_ep_000018_NONE,NONE,auth-service,12.5,1785949737.267356,INFO,,OK cpu=30% p99=123ms err=0.20%
live_ep_000018_NONE,NONE,auth-service,13.0,1785949737.7674549,INFO,,OK cpu=38% p99=98ms err=1.97%
live_ep_000018_NONE,NONE,auth-service,13.5,1785949738.2678306,INFO,,OK cpu=40% p99=116ms err=1.55%
live_ep_000018_NONE,NONE,auth-service,14.0,1785949738.7679124,INFO,,OK cpu=39% p99=120ms err=0.76%
live_ep_000018_NONE,NONE,auth-service,14.5,1785949739.2684436,INFO,,OK cpu=36% p99=120ms err=0.85%
live_ep_000018_NONE,NONE,auth-service,15.0,1785949739.7688735,INFO,,OK cpu=41% p99=129ms err=0.71%
live_ep_000018_NONE,NONE,auth-service,15.5,1785949740.2691102,INFO,,OK cpu=31% p99=90ms err=0.14%
live_ep_000018_NONE,NONE,auth-service,16.0,1785949740.7694552,INFO,,OK cpu=27% p99=117ms err=1.30%
live_ep_000018_NONE,NONE,auth-service,16.5,1785949741.2697043,INFO,,OK cpu=31% p99=108ms err=1.11%
live_ep_000018_NONE,NONE,auth-service,17.0,1785949741.7698832,INFO,,OK cpu=33% p99=97ms err=0.98%
live_ep_000018_NONE,NONE,auth-service,17.5,1785949742.2701788,INFO,,OK cpu=40% p99=132ms err=0.66%
live_ep_000018_NONE,NONE,auth-service,18.0,1785949742.7707071,INFO,,OK cpu=31% p99=114ms err=0.38%
live_ep_000018_NONE,NONE,auth-service,18.5,1785949743.2709963,INFO,,OK cpu=40% p99=152ms err=0.17%
live_ep_000018_NONE,NONE,auth-service,19.0,1785949743.7711873,INFO,,OK cpu=41% p99=122ms err=0.43%
live_ep_000018_NONE,NONE,auth-service,19.5,1785949744.2715807,INFO,,OK cpu=33% p99=120ms err=1.63%
live_ep_000018_NONE,NONE,auth-service,20.0,1785949744.7717218,INFO,,OK cpu=41% p99=111ms err=0.94%
live_ep_000018_NONE,NONE,auth-service,20.5,1785949745.2720764,INFO,,OK cpu=34% p99=93ms err=1.53%
live_ep_000018_NONE,NONE,auth-service,21.0,1785949745.7723067,INFO,,OK cpu=37% p99=128ms err=1.01%
live_ep_000018_NONE,NONE,auth-service,21.5,1785949746.2724526,INFO,,OK cpu=39% p99=135ms err=1.30%
live_ep_000018_NONE,NONE,auth-service,22.0,1785949746.7730193,INFO,,OK cpu=40% p99=127ms err=1.93%
live_ep_000018_NONE,NONE,auth-service,22.5,1785949747.273146,INFO,,OK cpu=37% p99=99ms err=0.71%
live_ep_000018_NONE,NONE,auth-service,23.0,1785949747.7735288,INFO,,OK cpu=27% p99=117ms err=0.82%
live_ep_000018_NONE,NONE,auth-service,23.5,1785949748.2738988,INFO,,OK cpu=37% p99=117ms err=0.86%
live_ep_000018_NONE,NONE,auth-service,24.0,1785949748.7744055,INFO,,OK cpu=37% p99=89ms err=1.79%
live_ep_000018_NONE,NONE,auth-service,24.5,1785949749.2747645,INFO,,OK cpu=41% p99=110ms err=1.21%
live_ep_000018_NONE,NONE,auth-service,25.0,1785949749.775033,INFO,,OK cpu=33% p99=128ms err=0.41%
live_ep_000018_NONE,NONE,auth-service,25.5,1785949750.2753365,INFO,,OK cpu=33% p99=119ms err=0.79%
live_ep_000018_NONE,NONE,auth-service,26.0,1785949750.7753859,INFO,,OK cpu=30% p99=120ms err=0.63%
live_ep_000018_NONE,NONE,auth-service,26.5,1785949751.2754512,INFO,,OK cpu=38% p99=95ms err=0.87%
live_ep_000018_NONE,NONE,auth-service,27.0,1785949751.7755926,INFO,,OK cpu=35% p99=113ms err=0.65%
live_ep_000018_NONE,NONE,auth-service,27.5,1785949752.2758555,INFO,,OK cpu=39% p99=118ms err=0.65%
live_ep_000018_NONE,NONE,auth-service,28.0,1785949752.7763255,INFO,,OK cpu=38% p99=129ms err=0.29%
live_ep_000018_NONE,NONE,auth-service,28.5,1785949753.276469,INFO,,OK cpu=38% p99=142ms err=0.75%
live_ep_000018_NONE,NONE,auth-service,29.0,1785949753.7769997,INFO,,OK cpu=39% p99=116ms err=1.07%
live_ep_000018_NONE,NONE,auth-service,29.5,1785949754.2774549,INFO,,OK cpu=34% p99=123ms err=0.98%
live_ep_000018_NONE,NONE,auth-service,30.0,1785949754.7779086,INFO,,OK cpu=34% p99=96ms err=0.56%
live_ep_000018_NONE,NONE,auth-service,30.5,1785949755.2783818,INFO,,OK cpu=37% p99=111ms err=0.55%
live_ep_000018_NONE,NONE,auth-service,31.0,1785949755.7787876,INFO,,OK cpu=33% p99=115ms err=0.42%
live_ep_000018_NONE,NONE,auth-service,31.5,1785949756.2788393,INFO,,OK cpu=29% p99=132ms err=2.73%
live_ep_000018_NONE,NONE,auth-service,32.0,1785949756.778892,INFO,,OK cpu=32% p99=132ms err=0.65%
live_ep_000018_NONE,NONE,auth-service,32.5,1785949757.2791767,INFO,,OK cpu=41% p99=100ms err=0.39%
live_ep_000018_NONE,NONE,auth-service,33.0,1785949757.7794373,INFO,,OK cpu=31% p99=116ms err=0.30%
live_ep_000018_NONE,NONE,auth-service,33.5,1785949758.2797873,INFO,,OK cpu=32% p99=117ms err=0.82%
live_ep_000018_NONE,NONE,auth-service,34.0,1785949758.7802505,INFO,,OK cpu=43% p99=87ms err=0.76%
live_ep_000018_NONE,NONE,auth-service,34.5,1785949759.28097,INFO,,OK cpu=36% p99=144ms err=0.22%
live_ep_000018_NONE,NONE,auth-service,35.0,1785949759.7814016,INFO,,OK cpu=38% p99=124ms err=0.62%
live_ep_000018_NONE,NONE,auth-service,35.5,1785949760.2819607,INFO,,OK cpu=31% p99=147ms err=1.54%
live_ep_000018_NONE,NONE,auth-service,36.0,1785949760.782232,INFO,,OK cpu=35% p99=129ms err=1.00%
live_ep_000018_NONE,NONE,auth-service,36.5,1785949761.2823489,INFO,,OK cpu=38% p99=102ms err=0.90%
live_ep_000018_NONE,NONE,auth-service,37.0,1785949761.7824252,INFO,,OK cpu=40% p99=121ms err=1.65%
live_ep_000018_NONE,NONE,auth-service,37.5,1785949762.2827096,INFO,,OK cpu=40% p99=124ms err=0.56%
live_ep_000018_NONE,NONE,auth-service,38.0,1785949762.7832153,INFO,,OK cpu=41% p99=123ms err=1.29%
live_ep_000018_NONE,NONE,auth-service,38.5,1785949763.283444,INFO,,OK cpu=27% p99=109ms err=0.70%
live_ep_000018_NONE,NONE,auth-service,39.0,1785949763.783736,INFO,,OK cpu=41% p99=121ms err=1.24%
live_ep_000018_NONE,NONE,auth-service,39.5,1785949764.2841663,INFO,,OK cpu=37% p99=144ms err=0.68%
live_ep_000018_NONE,NONE,auth-service,40.0,1785949764.784397,INFO,,OK cpu=40% p99=114ms err=0.37%
live_ep_000018_NONE,NONE,auth-service,40.5,1785949765.2847874,INFO,,OK cpu=36% p99=119ms err=1.38%
live_ep_000018_NONE,NONE,auth-service,41.0,1785949765.7849574,INFO,,OK cpu=27% p99=117ms err=0.56%
live_ep_000018_NONE,NONE,auth-service,41.5,1785949766.2852793,INFO,,OK cpu=37% p99=125ms err=0.32%
live_ep_000018_NONE,NONE,auth-service,42.0,1785949766.7857041,INFO,,OK cpu=30% p99=107ms err=1.46%
live_ep_000018_NONE,NONE,auth-service,42.5,1785949767.2857554,INFO,,OK cpu=39% p99=118ms err=0.14%
live_ep_000018_NONE,NONE,auth-service,43.0,1785949767.7858496,INFO,,OK cpu=44% p99=149ms err=1.31%
live_ep_000018_NONE,NONE,auth-service,43.5,1785949768.2863789,INFO,,OK cpu=30% p99=129ms err=1.17%
live_ep_000018_NONE,NONE,auth-service,44.0,1785949768.7866833,INFO,,OK cpu=25% p99=132ms err=0.29%
live_ep_000018_NONE,NONE,auth-service,44.5,1785949769.286769,INFO,,OK cpu=37% p99=105ms err=0.88%
live_ep_000018_NONE,NONE,auth-service,45.0,1785949769.786965,INFO,,OK cpu=38% p99=101ms err=1.03%
