episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,0.0,1785908282.5017822,WARNING,,WARN p99=114ms gc_p99=2ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,0.5,1785908283.0023203,WARNING,,WARN p99=170ms gc_p99=27ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,1.0,1785908283.5030272,WARNING,,WARN p99=118ms gc_p99=3ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,1.5,1785908284.0033634,WARNING,,WARN p99=141ms gc_p99=3ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,2.0,1785908284.5035589,WARNING,,WARN p99=127ms gc_p99=6ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,2.5,1785908285.0036721,WARNING,,WARN p99=121ms gc_p99=2ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,3.0,1785908285.5042193,WARNING,,WARN p99=125ms gc_p99=2ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,3.5,1785908286.0046787,WARNING,,WARN p99=113ms gc_p99=14ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,4.0,1785908286.5051243,WARNING,,WARN p99=129ms gc_p99=2ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,4.5,1785908287.0053372,WARNING,,WARN p99=122ms gc_p99=2ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,5.0,1785908287.5061085,WARNING,,WARN p99=87ms gc_p99=8ms -- latency spike
live_ep_000001_LATENCY_SPIKE,LATENCY_SPIKE,payment-service,5.5,1785908288.0067456,WARNING,,WARN p99=150ms gc_p99=18ms -- latency spike
