episode_id,failure_mode,service,elapsed_s,timestamp,span_id,parent_span_id,span_name,db_operation_type,span_duration_ms,span_status,peer_service,service_version,trace_id
live_ep_000007_NONE,NONE,inventory-service,0.0,1785923635.4663424,29db08cf66564f2b803bbdf8cdd4f517,,POST /api/checkout,,87.39,OK,inventory-service,v1.0.0,baa0402ea10e4dd5a597c3100b663830
live_ep_000007_NONE,NONE,inventory-service,0.0,1785923635.4663424,30e187b21e8c44a89a54b1518c1f6d94,29db08cf66564f2b803bbdf8cdd4f517,db.transaction,READ,23.14,OK,user-db,v1.0.0,baa0402ea10e4dd5a597c3100b663830
live_ep_000007_NONE,NONE,inventory-service,0.0,1785923635.4663424,f61429846a3c49ee8688de2198d11c97,29db08cf66564f2b803bbdf8cdd4f517,db.transaction,READ,14.56,OK,user-db,v1.0.0,baa0402ea10e4dd5a597c3100b663830
live_ep_000007_NONE,NONE,inventory-service,0.0,1785923635.4663424,844835b289464decaf0216d758378a57,29db08cf66564f2b803bbdf8cdd4f517,cache.delete,,2.53,OK,cache-cluster,v1.0.0,baa0402ea10e4dd5a597c3100b663830
live_ep_000007_NONE,NONE,inventory-service,0.0,1785923635.4663424,3f4e698601804f59bc0d98ea358c74bd,29db08cf66564f2b803bbdf8cdd4f517,grpc.call,,18.03,OK,cache-cluster,v1.0.0,baa0402ea10e4dd5a597c3100b663830
live_ep_000007_NONE,NONE,inventory-service,0.5,1785923635.9665973,bc5e75abe2784172b0c88b3f8351f32d,,POST /api/checkout,,91.98,OK,inventory-service,v1.0.0,08b87ccd3c57488f9af89e962cf288cd
live_ep_000007_NONE,NONE,inventory-service,0.5,1785923635.9665973,da937528ea9c4179baf499731b644a90,bc5e75abe2784172b0c88b3f8351f32d,db.query.select,READ,21.03,OK,user-db,v1.0.0,08b87ccd3c57488f9af89e962cf288cd
live_ep_000007_NONE,NONE,inventory-service,0.5,1785923635.9665973,9a2379a4de684621baa6b169cf99d2c8,bc5e75abe2784172b0c88b3f8351f32d,db.query.delete,READ,23.78,OK,user-db,v1.0.0,08b87ccd3c57488f9af89e962cf288cd
live_ep_000007_NONE,NONE,inventory-service,1.0,1785923636.4667187,37453b0ee6134986a9dbde8e683a62df,,POST /api/checkout,,107.39,OK,inventory-service,v1.0.0,46c3f59fdb6341bd812c1481e2437763
live_ep_000007_NONE,NONE,inventory-service,1.0,1785923636.4667187,39da6f7429b1491894892249dd531f8d,37453b0ee6134986a9dbde8e683a62df,db.query.insert,READ,11.45,OK,user-db,v1.0.0,46c3f59fdb6341bd812c1481e2437763
