episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.0,1785924014.912229,WARNING,,WARN queue_lag=17ms thread_pool=11 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.5,1785924015.4126217,WARNING,,WARN queue_lag=0ms thread_pool=13 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.0,1785924015.912745,WARNING,,WARN queue_lag=10ms thread_pool=20 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.5,1785924016.4131968,WARNING,,WARN queue_lag=14ms thread_pool=28 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,2.0,1785924016.9148204,WARNING,,WARN queue_lag=9ms thread_pool=18 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,2.5,1785924017.4152877,WARNING,,WARN queue_lag=14ms thread_pool=28 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,3.0,1785924017.9155858,WARNING,,WARN queue_lag=31ms thread_pool=62 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,3.5,1785924018.4159095,WARNING,,WARN queue_lag=27ms thread_pool=54 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,4.0,1785924018.9161205,WARNING,,WARN queue_lag=10ms thread_pool=20 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,4.5,1785924019.4168644,WARNING,,WARN queue_lag=20ms thread_pool=40 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,5.0,1785924019.9173183,WARNING,,WARN queue_lag=25ms thread_pool=50 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,5.5,1785924020.4177985,WARNING,,WARN queue_lag=32ms thread_pool=64 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,6.0,1785924020.9180741,WARNING,,WARN queue_lag=38ms thread_pool=76 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,6.5,1785924021.4185758,WARNING,,WARN queue_lag=13ms thread_pool=26 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,7.0,1785924021.9188912,WARNING,,WARN queue_lag=25ms thread_pool=50 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,7.5,1785924022.4192326,WARNING,,WARN queue_lag=12ms thread_pool=24 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,8.0,1785924022.919382,WARNING,,WARN queue_lag=17ms thread_pool=34 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,8.5,1785924023.4199374,WARNING,,WARN queue_lag=22ms thread_pool=44 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,9.0,1785924023.92031,WARNING,,WARN queue_lag=15ms thread_pool=30 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,9.5,1785924024.4213917,WARNING,,WARN queue_lag=31ms thread_pool=62 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,10.0,1785924024.9217167,WARNING,,WARN queue_lag=21ms thread_pool=42 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,10.5,1785924025.4218023,WARNING,,WARN queue_lag=43ms thread_pool=86 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,11.0,1785924025.9221802,WARNING,,WARN queue_lag=46ms thread_pool=92 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,11.5,1785924026.42235,WARNING,,WARN queue_lag=47ms thread_pool=94 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,12.0,1785924026.9229426,WARNING,,WARN queue_lag=33ms thread_pool=66 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,12.5,1785924027.4230154,WARNING,,WARN queue_lag=44ms thread_pool=88 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,13.0,1785924027.9235363,WARNING,,WARN queue_lag=43ms thread_pool=86 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,13.5,1785924028.42405,WARNING,,WARN queue_lag=45ms thread_pool=90 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,14.0,1785924028.924736,WARNING,,WARN queue_lag=43ms thread_pool=86 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,14.5,1785924029.425155,WARNING,,WARN queue_lag=53ms thread_pool=106 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,15.0,1785924029.9286456,WARNING,,WARN queue_lag=28ms thread_pool=56 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,15.5,1785924030.429374,WARNING,,WARN queue_lag=43ms thread_pool=86 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,16.0,1785924030.9296308,WARNING,,WARN queue_lag=55ms thread_pool=110 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,16.5,1785924031.431113,WARNING,,WARN queue_lag=57ms thread_pool=114 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,17.0,1785924031.9311965,WARNING,,WARN queue_lag=42ms thread_pool=84 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,17.5,1785924032.4315429,WARNING,,WARN queue_lag=35ms thread_pool=70 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,18.0,1785924032.9321167,WARNING,,WARN queue_lag=43ms thread_pool=86 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,18.5,1785924033.432185,WARNING,,WARN queue_lag=46ms thread_pool=92 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,19.0,1785924033.9324193,WARNING,,WARN queue_lag=37ms thread_pool=74 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,19.5,1785924034.4327598,WARNING,,WARN queue_lag=47ms thread_pool=94 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,20.0,1785924034.9332023,WARNING,,WARN queue_lag=50ms thread_pool=100 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,20.5,1785924035.4337924,WARNING,,WARN queue_lag=59ms thread_pool=118 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,21.0,1785924035.9341788,WARNING,,WARN queue_lag=36ms thread_pool=72 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,21.5,1785924036.4345984,WARNING,,WARN queue_lag=40ms thread_pool=80 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,22.0,1785924036.9347973,WARNING,,WARN queue_lag=56ms thread_pool=112 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,22.5,1785924037.435061,WARNING,,WARN queue_lag=52ms thread_pool=104 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,23.0,1785924037.9364815,WARNING,,WARN queue_lag=51ms thread_pool=102 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,23.5,1785924038.436614,WARNING,,WARN queue_lag=63ms thread_pool=126 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,24.0,1785924038.9373095,WARNING,,WARN queue_lag=44ms thread_pool=88 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,24.5,1785924039.4378066,WARNING,,WARN queue_lag=54ms thread_pool=108 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,25.0,1785924039.938127,WARNING,,WARN queue_lag=43ms thread_pool=86 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,25.5,1785924040.4387438,WARNING,,WARN queue_lag=71ms thread_pool=142 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,26.0,1785924040.939114,WARNING,,WARN queue_lag=66ms thread_pool=132 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,26.5,1785924041.4394205,WARNING,,WARN queue_lag=46ms thread_pool=92 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,27.0,1785924041.939528,WARNING,,WARN queue_lag=52ms thread_pool=104 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,27.5,1785924042.4396558,WARNING,,WARN queue_lag=59ms thread_pool=118 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,28.0,1785924042.940038,WARNING,,WARN queue_lag=73ms thread_pool=146 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,28.5,1785924043.4405248,WARNING,,WARN queue_lag=74ms thread_pool=148 -- queue backup
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,29.0,1785924043.940942,WARNING,,WARN queue_lag=57ms thread_pool=114 -- queue backup
