episode_id,failure_mode,service,elapsed_s,timestamp,span_id,parent_span_id,span_name,db_operation_type,span_duration_ms,span_status,peer_service,service_version,trace_id
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.0,1785924014.912229,3d0366219317444199322b5887ed7298,,GET /api/health,,115.59,OK,auth-service,v2.0.1,dc0c13018e5748d2a8ecdc4c87f68cab
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.0,1785924014.912229,57f0a8804c2f4ad59d155c8754975431,3d0366219317444199322b5887ed7298,db.query.insert,READ,23.54,OK,user-db,v2.0.1,dc0c13018e5748d2a8ecdc4c87f68cab
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.0,1785924014.912229,f5b283a747cc48c6b72f3d23e1faaf2d,3d0366219317444199322b5887ed7298,db.query.update,READ,31.93,OK,user-db,v2.0.1,dc0c13018e5748d2a8ecdc4c87f68cab
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.0,1785924014.912229,92f7756977a945cd8a698db63263b27d,3d0366219317444199322b5887ed7298,cache.delete,,2.91,OK,cache-cluster,v2.0.1,dc0c13018e5748d2a8ecdc4c87f68cab
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.5,1785924015.4126217,708f01100df54b029f689fbc68efdeef,,GET /api/auth,,132.94,OK,auth-service,v2.0.1,a52280b4e69d4cea9313eb1dbc9a3842
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.5,1785924015.4126217,98fab3a0651d41c5920ae85f50a1da69,708f01100df54b029f689fbc68efdeef,db.query.delete,WRITE,17.8,OK,user-db,v2.0.1,a52280b4e69d4cea9313eb1dbc9a3842
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.5,1785924015.4126217,378a705b8fe147928f3dd260d67bc2dd,708f01100df54b029f689fbc68efdeef,cache.delete,,4.16,OK,cache-cluster,v2.0.1,a52280b4e69d4cea9313eb1dbc9a3842
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,0.5,1785924015.4126217,8de51c73bc80491e9568078d9d89c63b,708f01100df54b029f689fbc68efdeef,http.client.get,,40.62,OK,payment-gateway,v2.0.1,a52280b4e69d4cea9313eb1dbc9a3842
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.0,1785924015.912745,7a512d1e1e0f4f10962c9fa08df7f265,,GET /api/health,,138.02,OK,auth-service,v2.0.1,dfab2ccba3714efca6666bf78d30c1a7
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.0,1785924015.912745,0cbaad2b74ab41468c838900e75cac85,7a512d1e1e0f4f10962c9fa08df7f265,db.transaction,READ,30.03,OK,user-db,v2.0.1,dfab2ccba3714efca6666bf78d30c1a7
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.0,1785924015.912745,4ad594575f174379806aea9738e2ff63,7a512d1e1e0f4f10962c9fa08df7f265,db.query.update,WRITE,27.4,OK,user-db,v2.0.1,dfab2ccba3714efca6666bf78d30c1a7
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.0,1785924015.912745,d2e24ef870be4b7486d3972da10c4aa7,7a512d1e1e0f4f10962c9fa08df7f265,cache.get,,3.37,OK,cache-cluster,v2.0.1,dfab2ccba3714efca6666bf78d30c1a7
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.5,1785924016.4131968,9d43d5dfa2e240f18b138c2244b16e15,,GET /api/order,,87.92,OK,auth-service,v2.0.1,5ff9830a6bdb433c8e09a86335dd6137
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.5,1785924016.4131968,f8e7ef2769584693b77759d46cf4ce80,9d43d5dfa2e240f18b138c2244b16e15,db.transaction,READ,42.22,OK,user-db,v2.0.1,5ff9830a6bdb433c8e09a86335dd6137
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.5,1785924016.4131968,d86d67f58c71430b94d363964e925253,9d43d5dfa2e240f18b138c2244b16e15,db.query.delete,READ,33.77,OK,user-db,v2.0.1,5ff9830a6bdb433c8e09a86335dd6137
live_ep_000009_QUEUE_BACKUP,QUEUE_BACKUP,auth-service,1.5,1785924016.4131968,f1edf40b322440d3964ac6211f82037c,9d43d5dfa2e240f18b138c2244b16e15,cache.set,,2.8,OK,cache-cluster,v2.0.1,5ff9830a6bdb433c8e09a86335dd6137
