episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
live_ep_000025_NONE,NONE,payment-service,0.0,1785951936.789998,INFO,,OK cpu=29% p99=139ms err=0.63%
live_ep_000025_NONE,NONE,payment-service,0.5,1785951937.290511,INFO,,OK cpu=36% p99=129ms err=0.41%
live_ep_000025_NONE,NONE,payment-service,1.0,1785951937.7906275,INFO,,OK cpu=35% p99=150ms err=0.42%
live_ep_000025_NONE,NONE,payment-service,1.5,1785951938.291005,INFO,,OK cpu=32% p99=117ms err=1.41%
live_ep_000025_NONE,NONE,payment-service,2.0,1785951938.7913184,INFO,,OK cpu=36% p99=128ms err=0.78%
live_ep_000025_NONE,NONE,payment-service,2.5,1785951939.291834,INFO,,OK cpu=36% p99=131ms err=0.46%
live_ep_000025_NONE,NONE,payment-service,3.0,1785951939.7922099,INFO,,OK cpu=31% p99=108ms err=0.60%
live_ep_000025_NONE,NONE,payment-service,3.5,1785951940.2927134,INFO,,OK cpu=29% p99=107ms err=1.26%
live_ep_000025_NONE,NONE,payment-service,4.0,1785951940.7932956,INFO,,OK cpu=32% p99=130ms err=1.69%
live_ep_000025_NONE,NONE,payment-service,4.5,1785951941.2938223,INFO,,OK cpu=34% p99=98ms err=3.91%
live_ep_000025_NONE,NONE,payment-service,5.0,1785951941.7939398,INFO,,OK cpu=35% p99=117ms err=1.48%
live_ep_000025_NONE,NONE,payment-service,5.5,1785951942.2940009,INFO,,OK cpu=28% p99=126ms err=0.79%
live_ep_000025_NONE,NONE,payment-service,6.0,1785951942.7944105,INFO,,OK cpu=37% p99=131ms err=2.05%
live_ep_000025_NONE,NONE,payment-service,6.5,1785951943.2949183,INFO,,OK cpu=33% p99=116ms err=1.01%
live_ep_000025_NONE,NONE,payment-service,7.0,1785951943.79503,INFO,,OK cpu=39% p99=115ms err=0.11%
live_ep_000025_NONE,NONE,payment-service,7.5,1785951944.2952492,INFO,,OK cpu=40% p99=111ms err=0.38%
live_ep_000025_NONE,NONE,payment-service,8.0,1785951944.7956932,INFO,,OK cpu=29% p99=127ms err=0.28%
live_ep_000025_NONE,NONE,payment-service,8.5,1785951945.2960813,INFO,,OK cpu=37% p99=116ms err=1.03%
live_ep_000025_NONE,NONE,payment-service,9.0,1785951945.7964365,INFO,,OK cpu=44% p99=129ms err=1.09%
live_ep_000025_NONE,NONE,payment-service,9.5,1785951946.2967017,INFO,,OK cpu=30% p99=108ms err=0.45%
live_ep_000025_NONE,NONE,payment-service,10.0,1785951946.797284,INFO,,OK cpu=38% p99=119ms err=1.36%
live_ep_000025_NONE,NONE,payment-service,10.5,1785951947.2977977,INFO,,OK cpu=37% p99=112ms err=2.49%
live_ep_000025_NONE,NONE,payment-service,11.0,1785951947.798042,INFO,,OK cpu=36% p99=118ms err=0.39%
live_ep_000025_NONE,NONE,payment-service,11.5,1785951948.2982981,INFO,,OK cpu=43% p99=149ms err=0.72%
