episode_id,failure_mode,service,source,elapsed_s,timestamp,active_connections,cache_hit_rate,cache_miss_rate,circuit_breaker_state,cpu_saturation,cpu_utilization,db_connection_pool,db_connection_wait,db_p99,disk_read_latency,disk_write_latency,error_rate,gc_pause_p99,heap_mb,http_4xx_rate,http_5xx_rate,iops_utilization,memory_utilization,network_errors,p50_latency,p95_latency,p99_latency,queue_lag,retry_count_per_request,rps,thread_pool_queue,upstream_timeout_rate
live_ep_000000_NONE,NONE,auth-service,python-simulator,0.0,1785908061.2475853,74,0.9332,0.0668,closed,0.3091,30.91,0.4687,2.88,15.34,3.25,9.36,0.008,4.27,516.7,0.0053,0.0071,0.2163,0.2386,1,90.96,99.24,137.48,13,0.0462,168.48,3,0.0029
live_ep_000000_NONE,NONE,auth-service,python-simulator,0.5,1785908061.7476807,118,0.9615,0.0385,closed,0.315,31.5,0.4691,10.16,28.09,3.33,19.31,0.0107,20.68,509.8,0.0063,0.0054,0.2553,0.2353,0,83.0,121.51,123.31,18,0.0732,204.55,6,0.0134
live_ep_000000_NONE,NONE,auth-service,python-simulator,1.0,1785908062.248154,110,0.9816,0.0184,closed,0.3121,31.21,0.3319,0.66,18.91,4.43,4.93,0.0048,2.0,513.1,0.0022,0.0011,0.1633,0.2135,0,92.3,95.32,111.06,11,0.0127,229.66,6,0.0135
live_ep_000000_NONE,NONE,auth-service,python-simulator,1.5,1785908062.7482853,81,0.9691,0.0309,closed,0.3828,38.28,0.3783,3.23,20.08,2.46,4.76,0.0173,13.59,504.2,0.002,0.0057,0.2777,0.2627,4,99.71,97.76,97.61,2,0.0082,199.2,12,0.0011
live_ep_000000_NONE,NONE,auth-service,python-simulator,2.0,1785908063.2487621,39,0.9474,0.0526,closed,0.3273,32.73,0.3119,6.4,21.57,5.85,14.72,0.0145,45.22,493.0,0.007,0.0004,0.269,0.2387,2,100.41,107.32,130.62,8,0.0462,172.13,6,0.0052
live_ep_000000_NONE,NONE,auth-service,python-simulator,2.5,1785908063.7491646,36,0.9859,0.0141,closed,0.3755,37.55,0.3097,3.6,23.61,5.07,10.98,0.0029,6.61,566.0,0.0074,0.0003,0.2317,0.2529,1,85.87,90.43,120.59,3,0.0139,215.68,1,0.0069
live_ep_000000_NONE,NONE,auth-service,python-simulator,3.0,1785908064.2501402,98,0.8947,0.1053,closed,0.3975,39.75,0.3301,5.11,16.08,4.49,7.95,0.0014,2.0,503.6,0.0113,0.0001,0.2595,0.2939,0,84.66,107.68,116.0,0,0.0062,221.7,2,0.0001
live_ep_000000_NONE,NONE,auth-service,python-simulator,3.5,1785908064.750282,94,0.9418,0.0582,closed,0.4374,43.74,0.3329,0.69,27.65,4.01,4.13,0.0091,2.96,524.4,0.0153,0.0011,0.2846,0.2819,1,75.63,107.86,114.69,13,0.074,189.41,6,0.0101
live_ep_000000_NONE,NONE,auth-service,python-simulator,4.0,1785908065.2507272,38,0.9817,0.0183,closed,0.3707,37.07,0.3478,0.68,17.93,6.05,9.0,0.0057,31.48,506.3,0.0125,0.0006,0.2313,0.2011,0,85.36,123.04,135.49,6,0.1,212.83,5,0.0006
live_ep_000000_NONE,NONE,auth-service,python-simulator,4.5,1785908065.750817,57,0.8989,0.1011,closed,0.3749,37.49,0.3148,0.5,20.6,3.16,3.89,0.0091,6.1,512.0,0.0053,0.0016,0.2237,0.2378,3,97.67,100.61,110.44,11,0.0132,185.66,9,0.0024
live_ep_000000_NONE,NONE,auth-service,python-simulator,5.0,1785908066.2510648,42,0.9787,0.0213,closed,0.307,30.7,0.3949,2.31,19.09,3.67,6.6,0.0145,7.46,535.2,0.0039,0.0027,0.1834,0.2616,2,97.44,98.04,134.4,2,0.0192,162.65,9,0.0021
live_ep_000000_NONE,NONE,auth-service,python-simulator,5.5,1785908066.7513566,51,0.9394,0.0606,closed,0.3468,34.68,0.4297,10.52,22.04,10.9,9.23,0.0083,3.28,514.8,0.0003,0.0009,0.2571,0.2392,1,74.62,113.3,123.44,6,0.1,228.68,14,0.0025
live_ep_000000_NONE,NONE,auth-service,python-simulator,6.0,1785908067.2518687,72,0.88,0.12,closed,0.3298,32.98,0.3467,0.59,28.71,6.54,5.94,0.0033,34.16,505.1,0.0037,0.0,0.2947,0.2909,0,81.38,119.87,140.35,6,0.0456,207.39,2,0.003
live_ep_000000_NONE,NONE,auth-service,python-simulator,6.5,1785908067.7521603,52,0.9881,0.0119,closed,0.2854,28.54,0.4106,6.77,23.85,4.49,7.6,0.0111,2.0,538.3,0.0011,0.0017,0.2606,0.3383,4,103.69,144.13,153.46,3,0.1,234.29,0,0.0023
live_ep_000000_NONE,NONE,auth-service,python-simulator,7.0,1785908068.2527604,86,0.88,0.12,closed,0.3813,38.13,0.4028,5.49,23.89,9.35,4.45,0.0209,2.53,500.0,0.0029,0.0031,0.1284,0.2775,1,94.61,122.59,139.69,3,0.0287,186.47,14,0.0142
live_ep_000000_NONE,NONE,auth-service,python-simulator,7.5,1785908068.7531805,101,0.9857,0.0143,closed,0.4112,41.12,0.3338,5.67,12.88,2.14,3.27,0.016,29.15,539.2,0.0009,0.0036,0.2701,0.2501,4,88.84,98.51,120.86,12,0.0013,198.68,11,0.0054
live_ep_000000_NONE,NONE,auth-service,python-simulator,8.0,1785908069.2537801,60,0.9785,0.0215,closed,0.2998,29.98,0.3707,3.09,13.06,3.27,7.77,0.0113,22.88,522.0,0.0022,0.0024,0.3431,0.2294,4,85.97,135.53,141.48,12,0.1,202.48,12,0.0019
live_ep_000000_NONE,NONE,auth-service,python-simulator,8.5,1785908069.7542963,51,0.9607,0.0393,closed,0.2966,29.66,0.3796,3.56,22.74,4.48,5.12,0.0076,19.4,487.8,0.0048,0.0002,0.2521,0.183,2,85.6,128.73,134.91,16,0.0262,193.17,11,0.0018
